Country,City_Tier,Age,Gender,Education_Level,HH_Size,Annual_HH_Income_USD,Monthly_kWh,High_Energy_Appliances,EE_Appliance_Share,Env_Concern,EE_Knowledge,Govt_Incentive_Aware,Will_Adopt,Premium_WTP_pct,Budget_USD,Financing_Pref,Acceptable_Payback_yrs,Primary_Decision_Factor,Main_Barrier,Wanted_Features,Interested_Categories,Info_Sources
Singapore,Metro,30,Male,Graduate,3,119463.57,208.0,7,48,4,4,0,0,2.6,5810.32,0‑interest EMI,3,Up‑front price,High cost,Quiet motor;Solar compatibility,Refrigerator,Online reviews;Social media;Friends/Family
UAE,Tier‑2 city,39,Female,Secondary,4,90762.04,518.7,10,74,4,3,0,1,8.0,4416.75,Upfront,0,Up‑front price,High cost,Wi‑Fi control;Solar compatibility;5‑Star rating,Water‑heater;Washer,In‑store demos;Govt portals;Social media
UAE,Metro,35,Female,Secondary,4,124552.74,494.9,7,66,4,5,0,1,8.9,6693.31,Upfront,3,Peer reviews,Limited models,Solar compatibility;Wi‑Fi control,Dishwasher;AC;Washer,Online reviews;Friends/Family
India,Metro,44,Female,Secondary,2,22355.49,203.9,0,35,5,5,0,1,8.4,1243.74,0‑interest EMI,1,Brand,High cost,Wi‑Fi control;5‑Star rating,Water‑heater,Online reviews;Social media;In‑store demos
Singapore,Metro,18,Female,Graduate,5,81828.3,622.1,10,50,2,3,1,0,4.5,3927.91,Upfront,2,Peer reviews,Limited models,Compact design;5‑Star rating,AC;Water‑heater,Govt portals;In‑store demos;Social media
India,Tier‑2 city,33,Female,Secondary,2,100634.24,253.3,10,58,1,2,0,1,2.9,5433.11,0‑interest EMI,7,Govt incentive,High cost,5‑Star rating;Wi‑Fi control,Refrigerator;Air‑purifier;Washer,In‑store demos;Friends/Family;Social media
India,Rural,35,Female,Graduate,3,37853.13,968.8,3,5,2,1,0,0,6.5,1129.07,Upfront,1,Brand,Other,Solar compatibility;Compact design,AC,Social media;In‑store demos;Govt portals
UAE,Metro,27,Male,Secondary,2,45200.16,457.7,3,41,3,4,0,0,7.4,2830.16,0‑interest EMI,6,Energy saving,Other,5‑Star rating;Solar compatibility;Wi‑Fi control,Refrigerator;Washer;AC,In‑store demos;Online reviews
India,Metro,30,Male,Graduate,2,21265.03,137.5,2,50,5,4,0,1,10.8,1079.46,Upfront,0,Up‑front price,Limited models,5‑Star rating;Wi‑Fi control;Quiet motor,Refrigerator;Dishwasher,In‑store demos
UAE,Metro,29,Female,Graduate,1,59501.31,293.0,5,26,4,4,1,1,18.2,3356.73,BNPL,3,Up‑front price,Uncertain savings,5‑Star rating;Compact design;Wi‑Fi control,AC;Dishwasher;Refrigerator,In‑store demos;Online reviews;Govt portals
India,Metro,47,Female,Secondary,5,22943.3,314.5,1,47,5,5,0,1,13.3,1332.57,Rental,7,Energy saving,Uncertain savings,Compact design,Refrigerator;Washer;AC,Social media;Govt portals;Friends/Family
UAE,Metro,35,Female,Graduate,4,72052.86,244.9,9,56,1,2,0,1,7.8,3256.29,Upfront,3,Energy saving,Other,Quiet motor;Wi‑Fi control;Compact design,Refrigerator;Water‑heater,Online reviews;In‑store demos
India,Tier‑2 city,36,Male,Graduate,2,19362.79,353.2,1,35,4,5,0,1,13.7,526.66,Rental,2,Brand,Other,5‑Star rating;Wi‑Fi control,Dishwasher,In‑store demos;Online reviews;Govt portals
Singapore,Metro,18,Female,Post‑grad,4,68131.07,236.9,2,44,3,2,1,1,10.9,4079.88,0‑interest EMI,1,Peer reviews,Low awareness,Quiet motor;Wi‑Fi control;Compact design,Air‑purifier,Online reviews
Singapore,Tier‑2 city,24,Female,Primary,5,114216.98,347.9,7,73,5,5,1,1,18.0,5789.83,Upfront,5,Govt incentive,Other,Quiet motor;5‑Star rating,Washer;Water‑heater;Air‑purifier,Govt portals;Social media;Online reviews
India,Metro,26,Male,Secondary,4,23510.95,173.6,1,26,2,3,1,0,3.6,1287.94,0‑interest EMI,1,Brand,Limited models,Wi‑Fi control,Washer;Dishwasher,Online reviews;Friends/Family
India,Tier‑2 city,35,Male,Secondary,2,18219.31,364.1,0,54,3,4,0,0,7.2,50.0,Rental,2,Peer reviews,Uncertain savings,Quiet motor,Washer,In‑store demos;Social media;Online reviews
India,Metro,39,Male,Graduate,4,40252.12,213.8,2,38,2,3,0,0,5.0,1427.66,BNPL,2,Peer reviews,High cost,Solar compatibility;Wi‑Fi control,Washer;Dishwasher;Air‑purifier,Online reviews;Friends/Family;Social media
India,Metro,31,Female,Graduate,4,29400.31,176.1,0,35,3,3,0,0,3.4,1098.07,0‑interest EMI,1,Up‑front price,Uncertain savings,Wi‑Fi control;Compact design,Air‑purifier,Friends/Family;Govt portals
Singapore,Metro,22,Female,Secondary,4,74986.23,380.2,3,88,5,5,0,1,20.4,3768.12,BNPL,2,Peer reviews,Other,Solar compatibility;Quiet motor,Washer,Govt portals;Social media
India,Tier‑2 city,46,Male,Graduate,2,20940.25,280.7,3,22,4,4,1,1,11.9,1137.4,0‑interest EMI,3,Up‑front price,Low awareness,Quiet motor,Water‑heater;Air‑purifier,Online reviews;Govt portals;In‑store demos
India,Tier‑2 city,36,Female,Primary,2,23966.61,104.4,2,38,1,1,0,0,1.7,1300.84,0‑interest EMI,4,Energy saving,Low awareness,5‑Star rating;Quiet motor,Washer;Water‑heater;Air‑purifier,Online reviews
India,Tier‑2 city,22,Male,Secondary,2,13789.1,243.5,4,10,1,1,0,0,2.2,1321.76,0‑interest EMI,3,Govt incentive,Limited models,Compact design,Washer;Water‑heater,Online reviews;Social media;Govt portals
India,Metro,18,Male,Post‑grad,4,14322.68,140.0,0,44,3,3,0,0,4.4,445.29,Rental,3,Up‑front price,Limited models,Solar compatibility;5‑Star rating;Compact design,AC;Refrigerator;Air‑purifier,Govt portals
UAE,Metro,40,Male,Secondary,3,79708.06,268.8,3,32,2,2,0,0,2.1,3984.26,Upfront,2,Peer reviews,Limited models,Wi‑Fi control;5‑Star rating;Compact design,Air‑purifier,Online reviews;Friends/Family;Social media
India,Tier‑2 city,31,Female,Secondary,5,21249.84,498.4,2,29,5,5,0,1,20.5,50.0,Upfront,5,Govt incentive,Limited models,Wi‑Fi control;Solar compatibility,Refrigerator;Water‑heater;Washer,Govt portals
India,Metro,36,Female,Secondary,1,14128.8,242.9,1,49,2,2,0,0,6.5,1328.8,Rental,5,Govt incentive,Other,Compact design;Solar compatibility;5‑Star rating,Water‑heater,Social media
UAE,Tier‑2 city,50,Female,Post‑grad,4,71346.17,349.8,1,69,1,1,1,0,0.8,3710.7,0‑interest EMI,2,Peer reviews,Limited models,Wi‑Fi control,AC;Washer;Water‑heater,Govt portals;Social media
India,Metro,38,Female,Secondary,2,40801.3,168.9,3,29,5,5,0,1,11.9,2785.53,BNPL,2,Govt incentive,High cost,5‑Star rating,AC;Refrigerator,Govt portals;Social media;In‑store demos
UAE,Metro,40,Female,Graduate,4,106242.03,646.7,9,79,4,4,1,1,12.3,5566.6,0‑interest EMI,3,Peer reviews,Other,Wi‑Fi control,Dishwasher;Water‑heater;AC,Online reviews
Singapore,Metro,44,Male,Graduate,3,53065.59,292.6,7,20,4,5,1,1,5.0,2374.78,Upfront,6,Energy saving,Other,5‑Star rating;Wi‑Fi control;Compact design,Air‑purifier;Water‑heater,In‑store demos;Online reviews
India,Rural,34,Female,Secondary,6,28030.07,362.0,2,37,3,4,1,1,3.6,900.67,0‑interest EMI,4,Peer reviews,Other,5‑Star rating;Solar compatibility;Compact design,Air‑purifier,In‑store demos;Govt portals;Social media
India,Metro,26,Female,Secondary,1,11865.67,289.4,1,48,2,3,0,0,3.8,709.05,Rental,2,Peer reviews,Other,5‑Star rating;Compact design,Air‑purifier;Water‑heater,In‑store demos;Friends/Family;Govt portals
UAE,Metro,36,Other,Graduate,5,98680.69,523.8,2,66,5,4,0,1,6.2,5770.88,Upfront,1,Govt incentive,Other,Compact design,Air‑purifier;Washer;Dishwasher,In‑store demos;Govt portals
UAE,Tier‑2 city,35,Male,Secondary,3,107766.14,539.5,7,85,3,2,1,1,9.8,4849.05,Upfront,3,Peer reviews,Other,5‑Star rating;Quiet motor,Air‑purifier,Social media;Online reviews;Friends/Family
UAE,Metro,40,Male,Graduate,4,79172.43,857.7,6,49,5,5,1,0,8.1,3818.82,Upfront,0,Up‑front price,Low awareness,Wi‑Fi control;Compact design,Water‑heater;Air‑purifier,Govt portals
UAE,Metro,47,Male,Graduate,1,58074.02,814.7,2,66,1,1,0,1,21.0,3720.55,Upfront,1,Up‑front price,Uncertain savings,Wi‑Fi control;5‑Star rating,Dishwasher;Air‑purifier,Friends/Family;Social media
UAE,Metro,41,Male,Secondary,5,95038.92,253.3,4,54,1,1,0,1,10.5,4710.34,Upfront,4,Brand,High cost,Solar compatibility;Quiet motor,Refrigerator,Friends/Family
UAE,Metro,40,Male,Graduate,3,80287.49,316.9,4,47,2,1,1,0,10.5,4232.64,Upfront,5,Govt incentive,Uncertain savings,5‑Star rating;Quiet motor,Water‑heater;Refrigerator,Friends/Family;In‑store demos;Social media
India,Metro,35,Female,Post‑grad,4,22722.38,191.5,2,39,4,4,1,1,7.6,1262.2,Upfront,4,Energy saving,Uncertain savings,Quiet motor,Water‑heater;Air‑purifier,Social media;Online reviews;Govt portals
UAE,Metro,24,Other,Secondary,4,71413.69,424.6,7,40,5,4,1,0,2.8,2979.77,0‑interest EMI,3,Energy saving,Uncertain savings,Quiet motor;Wi‑Fi control;5‑Star rating,Dishwasher;Water‑heater;Washer,Govt portals
India,Metro,25,Male,Graduate,2,11736.62,241.1,0,50,3,3,1,1,9.8,50.0,BNPL,4,Up‑front price,Low awareness,Quiet motor;Compact design;5‑Star rating,Refrigerator;Washer,In‑store demos
India,Metro,41,Female,Secondary,3,15651.06,211.7,3,17,5,5,1,1,21.5,1286.34,0‑interest EMI,2,Brand,Uncertain savings,Compact design,Washer,Social media;Friends/Family
India,Metro,26,Male,Post‑grad,4,29830.02,241.9,2,65,1,1,0,0,1.7,1178.39,0‑interest EMI,3,Govt incentive,Uncertain savings,5‑Star rating,Air‑purifier,Friends/Family
Singapore,Metro,29,Female,Graduate,2,128100.97,197.0,9,34,4,3,1,0,3.9,6099.23,Rental,2,Brand,Low awareness,Quiet motor,AC;Air‑purifier;Washer,Online reviews;Govt portals;In‑store demos
India,Metro,33,Female,Secondary,4,39450.57,99.1,2,39,4,3,0,1,14.7,1708.53,0‑interest EMI,4,Energy saving,Limited models,Quiet motor,Dishwasher;Air‑purifier,Social media;Online reviews;In‑store demos
India,Tier‑2 city,34,Male,Secondary,3,16159.31,281.5,2,15,4,5,0,1,11.7,588.66,0‑interest EMI,5,Energy saving,High cost,5‑Star rating;Wi‑Fi control;Quiet motor,Water‑heater;Refrigerator,Govt portals
Singapore,Metro,33,Male,Secondary,5,69270.53,363.7,1,40,5,4,1,1,15.2,3517.84,Upfront,2,Energy saving,Limited models,Wi‑Fi control;Compact design;5‑Star rating,Dishwasher;Water‑heater,Social media
UAE,Metro,29,Female,Graduate,2,72594.79,230.9,7,62,2,1,0,0,1.3,3481.99,Upfront,2,Brand,Limited models,Compact design;Quiet motor;5‑Star rating,Dishwasher;Washer,Friends/Family
India,Rural,43,Female,Secondary,4,23954.77,207.4,4,22,1,2,1,1,5.5,1825.31,0‑interest EMI,2,Energy saving,Other,Solar compatibility;5‑Star rating,AC,Friends/Family;Govt portals;In‑store demos
India,Metro,33,Male,Secondary,1,25555.4,217.9,5,6,2,3,0,1,23.8,500.96,0‑interest EMI,4,Brand,Limited models,5‑Star rating;Solar compatibility;Quiet motor,Air‑purifier,Online reviews
India,Metro,32,Male,Secondary,2,21747.37,199.8,2,56,1,1,0,0,2.9,1231.85,0‑interest EMI,2,Energy saving,High cost,Compact design,Air‑purifier;Dishwasher;AC,Govt portals
India,Tier‑2 city,33,Female,Secondary,2,18344.93,171.9,2,39,4,3,1,0,7.8,1528.42,Upfront,5,Brand,Other,Quiet motor;Compact design;Solar compatibility,AC;Refrigerator,Online reviews;Govt portals;In‑store demos
India,Metro,56,Male,Primary,5,21874.03,202.2,2,19,2,1,0,1,15.4,607.41,0‑interest EMI,3,Up‑front price,Low awareness,5‑Star rating;Quiet motor;Compact design,AC;Dishwasher;Air‑purifier,Friends/Family
UAE,Metro,53,Male,Post‑grad,1,115209.83,319.4,5,67,3,2,1,1,8.9,5167.56,Upfront,1,Energy saving,High cost,5‑Star rating;Wi‑Fi control;Quiet motor,Air‑purifier,Friends/Family;Social media;In‑store demos
India,Tier‑2 city,70,Male,Secondary,2,30835.72,151.1,2,29,1,1,0,0,1.7,1828.3,Rental,3,Govt incentive,Other,Compact design,Water‑heater,Govt portals
India,Metro,18,Female,Secondary,4,17381.75,253.8,2,51,5,5,1,1,11.4,974.73,Upfront,3,Brand,Other,Compact design;Solar compatibility;Quiet motor,Washer;AC,Social media
India,Metro,37,Female,Post‑grad,6,22136.22,174.6,2,38,3,3,1,0,1.2,2150.81,0‑interest EMI,4,Peer reviews,Uncertain savings,Solar compatibility,AC;Washer,Govt portals;Online reviews
India,Metro,27,Female,Graduate,5,27648.46,913.7,2,51,1,2,0,0,4.0,305.56,Rental,5,Brand,Low awareness,5‑Star rating,AC,In‑store demos;Friends/Family
India,Rural,41,Male,Post‑grad,5,13929.72,201.0,7,25,5,4,0,0,6.6,380.92,Rental,3,Energy saving,High cost,5‑Star rating;Quiet motor,Refrigerator;Air‑purifier,Govt portals
Singapore,Metro,33,Female,Primary,1,82464.08,226.5,4,26,2,2,1,1,9.8,4487.38,0‑interest EMI,2,Brand,Other,Quiet motor,Refrigerator,In‑store demos
Singapore,Metro,55,Female,Graduate,3,91341.76,400.5,6,52,4,5,0,1,14.1,4031.06,Upfront,4,Energy saving,Other,Wi‑Fi control,Refrigerator;Air‑purifier;AC,In‑store demos;Online reviews
India,Metro,31,Male,Post‑grad,4,10768.35,234.2,2,20,1,1,1,0,4.0,1916.74,0‑interest EMI,3,Up‑front price,Uncertain savings,Quiet motor;Compact design,Washer,Govt portals
UAE,Metro,25,Female,Post‑grad,2,74176.0,273.8,9,63,5,5,0,1,9.6,3002.49,0‑interest EMI,4,Brand,Other,Solar compatibility,Washer,Govt portals;In‑store demos;Social media
Singapore,Metro,27,Male,Primary,2,69310.15,400.9,1,57,1,2,1,1,5.6,2683.2,BNPL,3,Up‑front price,High cost,Compact design;Quiet motor,Air‑purifier;AC,Social media
India,Tier‑2 city,43,Male,Secondary,5,19517.14,185.3,2,50,3,4,1,1,12.5,1374.41,0‑interest EMI,3,Up‑front price,Other,Wi‑Fi control,Dishwasher;Air‑purifier,In‑store demos;Govt portals;Social media
UAE,Metro,23,Female,Primary,1,131807.42,306.6,9,77,5,5,1,1,18.1,6274.55,BNPL,3,Govt incentive,Uncertain savings,Solar compatibility;Wi‑Fi control,AC;Washer;Dishwasher,Friends/Family;In‑store demos
India,Metro,31,Other,Primary,3,14703.01,275.6,2,19,5,4,0,0,6.3,1714.4,Upfront,4,Energy saving,High cost,Quiet motor,Air‑purifier;Refrigerator;Washer,Online reviews;Friends/Family
UAE,Metro,31,Male,Secondary,1,94181.54,363.5,9,51,5,4,0,1,12.4,3732.19,0‑interest EMI,4,Energy saving,Other,Quiet motor;Compact design;Wi‑Fi control,AC;Refrigerator,Govt portals;Social media
UAE,Metro,22,Female,Graduate,3,160453.91,273.8,10,70,2,3,1,1,12.5,7882.73,Rental,2,Up‑front price,Uncertain savings,Compact design;Quiet motor;Solar compatibility,Air‑purifier;Dishwasher,Friends/Family;In‑store demos;Govt portals
India,Metro,35,Female,Secondary,2,20614.64,145.5,2,47,3,4,1,1,3.7,1981.29,Rental,4,Up‑front price,Limited models,Compact design;Wi‑Fi control;5‑Star rating,Air‑purifier,In‑store demos
India,Tier‑2 city,40,Male,Secondary,2,17045.07,180.6,1,46,4,4,1,0,4.3,812.56,Upfront,3,Up‑front price,Other,Quiet motor;Wi‑Fi control,Dishwasher;Air‑purifier,Govt portals
UAE,Tier‑2 city,34,Male,Secondary,1,66882.65,757.9,5,79,2,1,0,0,4.7,3275.15,Upfront,2,Energy saving,Uncertain savings,Compact design;5‑Star rating;Quiet motor,Refrigerator;Dishwasher;Air‑purifier,Friends/Family;Online reviews
India,Metro,40,Female,Post‑grad,1,19041.45,259.8,1,46,1,1,0,0,1.1,616.67,BNPL,1,Energy saving,Other,Quiet motor,Water‑heater;Washer,Friends/Family;Social media
UAE,Metro,49,Male,Post‑grad,8,57600.08,307.2,5,37,5,5,0,1,13.9,2426.68,Rental,1,Energy saving,Limited models,Compact design;Quiet motor,AC;Air‑purifier;Water‑heater,Online reviews;In‑store demos;Govt portals
Singapore,Metro,38,Male,Secondary,2,80291.43,216.4,3,78,5,4,1,1,22.8,4087.29,Upfront,1,Up‑front price,Uncertain savings,Solar compatibility;Quiet motor;Compact design,AC;Air‑purifier,Govt portals;Online reviews
India,Metro,35,Other,Graduate,1,14508.87,290.1,0,50,1,1,0,0,1.4,1073.41,Upfront,2,Brand,Uncertain savings,Wi‑Fi control;Compact design;5‑Star rating,Refrigerator,In‑store demos;Friends/Family;Online reviews
India,Metro,24,Male,Secondary,3,32436.47,376.1,1,24,2,2,1,1,6.6,2151.13,0‑interest EMI,0,Govt incentive,Other,5‑Star rating;Quiet motor;Compact design,Refrigerator;AC;Washer,Govt portals
UAE,Metro,23,Female,Primary,2,47592.16,570.2,3,1,1,1,1,0,3.6,3154.92,Upfront,3,Brand,Limited models,Solar compatibility,Dishwasher,Friends/Family;Online reviews;Social media
UAE,Metro,20,Female,Graduate,7,71729.83,196.0,4,57,1,2,1,1,11.6,3502.94,0‑interest EMI,4,Brand,Uncertain savings,Solar compatibility,Dishwasher;AC;Water‑heater,In‑store demos;Online reviews
UAE,Metro,18,Female,Secondary,3,78879.12,646.2,8,65,3,2,1,1,3.4,4036.16,Upfront,2,Peer reviews,Uncertain savings,Quiet motor,Washer,Govt portals;In‑store demos;Social media
India,Tier‑2 city,18,Male,Post‑grad,5,14470.45,119.8,5,29,4,4,0,0,6.3,1290.65,Upfront,2,Govt incentive,Other,Wi‑Fi control,Water‑heater;Refrigerator;AC,Online reviews
India,Tier‑2 city,18,Female,Post‑grad,1,25939.4,158.6,5,41,3,4,1,0,5.7,1488.6,BNPL,2,Energy saving,Other,Wi‑Fi control;5‑Star rating;Quiet motor,AC;Air‑purifier;Refrigerator,In‑store demos
UAE,Metro,38,Male,Primary,2,67945.82,477.0,5,42,3,2,1,1,7.6,3582.83,Rental,2,Brand,Uncertain savings,Solar compatibility;Wi‑Fi control;Quiet motor,AC;Water‑heater;Refrigerator,Friends/Family
India,Metro,42,Female,Secondary,2,24897.23,139.4,5,20,5,4,0,1,20.6,1249.26,0‑interest EMI,4,Brand,Limited models,Compact design;Quiet motor,AC,In‑store demos;Online reviews
India,Metro,30,Male,Graduate,4,40101.58,163.5,2,56,2,2,0,0,3.6,2003.89,0‑interest EMI,2,Up‑front price,Uncertain savings,Solar compatibility;Wi‑Fi control,Refrigerator;Dishwasher,Govt portals;Online reviews;In‑store demos
India,Metro,39,Female,Primary,1,14812.04,291.7,2,16,5,5,1,1,7.9,1158.86,0‑interest EMI,3,Govt incentive,Low awareness,Quiet motor;Solar compatibility;5‑Star rating,Water‑heater;Washer,Online reviews
India,Tier‑2 city,36,Female,Secondary,7,30989.6,181.1,3,19,5,5,0,1,9.2,1642.98,0‑interest EMI,2,Energy saving,Uncertain savings,Solar compatibility,Water‑heater;Dishwasher,In‑store demos
India,Metro,22,Male,Secondary,4,23942.69,365.1,2,38,1,1,0,0,1.9,1191.42,Rental,1,Govt incentive,Limited models,Quiet motor;Wi‑Fi control,AC,In‑store demos;Friends/Family
UAE,Metro,31,Male,Primary,3,45446.3,377.9,5,39,3,3,1,0,4.0,1375.22,0‑interest EMI,4,Brand,Other,Wi‑Fi control;5‑Star rating,Water‑heater,Govt portals;Friends/Family;Online reviews
India,Metro,41,Male,Secondary,1,25839.32,231.2,2,34,1,1,0,0,2.5,1692.81,0‑interest EMI,1,Brand,Limited models,Wi‑Fi control;5‑Star rating,AC,Friends/Family;In‑store demos
UAE,Metro,37,Female,Primary,1,42386.54,300.3,0,57,2,2,1,1,5.3,1918.09,Upfront,1,Govt incentive,Low awareness,Quiet motor,Washer;Air‑purifier;AC,Govt portals;Online reviews
UAE,Metro,28,Male,Secondary,1,80012.23,681.3,5,63,1,2,1,1,12.5,3719.14,Upfront,3,Peer reviews,High cost,Solar compatibility;5‑Star rating,Refrigerator;AC,Online reviews
India,Metro,30,Male,Graduate,2,11280.42,283.1,0,54,5,4,0,0,10.4,410.61,0‑interest EMI,1,Govt incentive,Other,Quiet motor;5‑Star rating;Compact design,Washer,In‑store demos;Govt portals;Social media
UAE,Metro,32,Female,Secondary,4,70800.53,177.2,5,48,5,4,1,1,7.8,3026.52,Upfront,0,Energy saving,High cost,Quiet motor;Solar compatibility;Compact design,Dishwasher;Water‑heater;Refrigerator,Friends/Family;Online reviews
UAE,Metro,41,Female,Primary,4,81113.5,200.8,6,27,1,2,1,0,0.8,3716.82,0‑interest EMI,2,Energy saving,Other,Solar compatibility;Wi‑Fi control,Washer;Air‑purifier;Refrigerator,Friends/Family;In‑store demos;Govt portals
India,Metro,38,Female,Graduate,1,14819.01,376.5,3,47,5,5,0,1,13.2,350.2,0‑interest EMI,2,Brand,Low awareness,Solar compatibility;Wi‑Fi control,Dishwasher;Washer,Social media
Singapore,Metro,41,Female,Secondary,7,112622.69,338.0,10,60,2,2,1,0,1.0,5335.44,Upfront,5,Energy saving,Other,Compact design,Washer;Air‑purifier,Govt portals
India,Metro,38,Male,Post‑grad,2,10751.8,107.6,1,40,4,4,1,1,8.6,190.2,0‑interest EMI,2,Energy saving,Limited models,Compact design,AC;Washer;Water‑heater,Online reviews
Singapore,Metro,34,Male,Graduate,2,121047.46,273.9,9,85,3,4,1,1,18.8,4883.41,Upfront,4,Govt incentive,Uncertain savings,Wi‑Fi control;Solar compatibility;5‑Star rating,Water‑heater;Dishwasher;Washer,Online reviews;Friends/Family;Govt portals
India,Metro,54,Male,Graduate,5,19689.29,234.9,1,34,3,3,1,1,7.5,1153.96,0‑interest EMI,4,Energy saving,Uncertain savings,Compact design;Quiet motor;Solar compatibility,Refrigerator;Air‑purifier,Social media;In‑store demos;Online reviews
India,Metro,49,Male,Primary,3,24181.45,331.8,1,81,2,1,0,0,5.2,1329.97,BNPL,3,Govt incentive,High cost,Wi‑Fi control,Washer,Govt portals;In‑store demos;Online reviews
UAE,Metro,37,Female,Graduate,4,97431.95,273.4,7,58,5,4,0,1,23.9,5256.83,0‑interest EMI,2,Brand,Limited models,Solar compatibility;5‑Star rating;Wi‑Fi control,Refrigerator,Social media;Friends/Family;Govt portals
UAE,Metro,45,Male,Graduate,1,143584.34,440.2,10,65,3,2,1,1,9.9,6793.82,Upfront,5,Brand,High cost,Compact design;Wi‑Fi control;5‑Star rating,Air‑purifier;Dishwasher;AC,In‑store demos;Social media
UAE,Metro,46,Male,Secondary,1,95721.64,759.7,10,100,1,1,1,1,9.5,4313.22,Upfront,1,Up‑front price,Low awareness,5‑Star rating,Dishwasher,Social media;Govt portals;In‑store demos
Singapore,Metro,40,Other,Primary,4,121270.43,441.7,6,55,2,1,1,0,3.3,7198.77,Upfront,3,Peer reviews,Other,5‑Star rating;Wi‑Fi control,Refrigerator,Online reviews
